PRACTICE_CODE,PRACTICE_NAME,STP_CODE
M83701,TALKE PITS CLINIC,QNC
M83703,BRERETON SURGERY,QNC
M83705,TRINITY SURGERY,QNC
M83706,STONEYDELPH MEDICAL PRACTICE,QNC
M83709,BADDELEY GREEN SURGERY,QNC
M83711,TRENTHAM MEWS MEDICAL CENTRE,QNC
M83713,DR H P BORSE & PARTNER,QNC
M83715,FEATHERSTONE,QNC
M83717,NORTON CANES SURGERY,QNC
M83718,PEEL CROFT,QNC
M83719,RAWNSLEY SURGERY,QNC
M83722,DR M MURUGAN,QNC
M83723,LOOMER ROAD SURGERY,QNC
M83725,BLURTON MEDICAL CENTRE,QNC
M83727,NORTON CANES PRACTICE,QNC
M83738,AELFGAR SURGERY,QNC
M84001,RED ROOFS SURGERY,QWU
M84002,POOL MEDICAL CENTRE,QWU
M84003,ARBURY MEDICAL CENTRE,QWU
M84004,WHITEHALL MEDICAL PRACTICE,QWU
M84005,CHAPEL END SURGERY,QWU
M84006,PEAR TREE SURGERY,QWU
M84007,DORDON & POLESWORTH GROUP PRACTICE,QWU
M84008,SPRING HILL MEDICAL CENTRE,QWU
M84009,FENNY COMPTON SURGERY,QWU
M84010,AVONSIDE HEALTH CENTRE,QWU
M84011,BEDWORTH HEALTH CENTRE,QWU
M84012,PARK LEYS MEDICAL PRACTICE,QWU
M84013,CASTLE MEDICAL CENTRE,QWU
M84014,BRIDGE HOUSE MEDICAL CENTRE,QWU
M84015,CROFT MEDICAL CENTRE,QWU
M84016,WOLSTON SURGERY,QWU
M84017,CLARENDON LODGE MEDICAL CENTRE,QWU
M84018,BIDFORD HEALTH CENTRE,QWU
M84019,THE ATHERSTONE SURGERY,QWU
M84020,CLIFTON ROAD SURGERY,QWU
M84021,ROTHER HOUSE MEDICAL CENTRE,QWU
M84022,MANOR COURT SURGERY,QWU
M84023,CENTRAL SURGERY,QWU
M84024,HENLEY-IN-ARDEN MED CTR,QWU
M84025,SHIPSTON MEDICAL CENTRE,QWU
M84026,SOUTHAM SURGERY,QWU
M84028,PRIORY MEDICAL CENTRE,QWU
M84029,CUBBINGTON RD SURGERY,QWU
M84030,HASTINGS HOUSE SURGERY,QWU
M84031,REVEL SURGERY,QWU
M84032,WATERSIDE MEDICAL CENTRE,QWU
M84034,WHITESTONE SURGERY,QWU
M84035,WESTSIDE MEDICAL CENTRE,QWU
M84036,ABBEY MEDICAL CENTRE,QWU
M84037,THE GRANGE MEDICAL CENTRE,QWU
M84040,SHERBOURNE MEDICAL CENTRE,QWU
M84041,RIVERSLEY ROAD SURGERY,QWU
M84042,HAZELWOOD GROUP PRACTICE,QWU
M84043,TRINITY COURT SURGERY,QWU
M84044,HARBURY SURGERY,QWU
M84046,DUNCHURCH SURGERY,QWU
M84047,TANWORTH-IN-ARDEN MED CTR,QWU
M84049,ALCESTER HEALTH CENTRE,QWU
M84050,MARKET QUARTER MEDICAL PRACTICE,QWU
M84051,OLD MILL SURGERY,QWU
M84055,STOCKINGFORD MEDICAL CENTRE,QWU
M84059,SPA MEDICAL CENTRE,QWU
M84060,THE ARROW SURGERY,QWU
M84061,BULKINGTON SURGERY,QWU
M84062,VALE OF RED HORSE,QWU
M84063,CHASE MEADOW HEALTH CENTRE,QWU
M84064,WHITNASH MEDICAL CENTRE,QWU
M84065,BEECH TREE MEDICAL PRACTICE,QWU
M84066,MEON MEDICAL CENTRE,QWU
M84067,BENNFIELD SURGERY,QWU
M84069,BUDBROOKE MEDICAL CENTRE,QWU
M84070,WARWICK GATES FAM.HTH.CTR,QWU
M84609,WOODLANDS SURGERY,QWU
M84612,STATION STREET SURGERY,QWU
M84615,CHANCERY LANE SURGERY,QWU
M84616,BROOKSIDE SURGERY,QWU
M84618,RUGBY ROAD SURGERY,QWU
M84620,LAPWORTH SURGERY,QWU
M84621,QUEENS ROAD SURGERY,QWU
M84627,THE OLD COLE HOUSE PRACTICE,QWU
M84629,ST WULFSTAN SURGERY,QWU
M85001,SHAH ZAMAN SURGERY,QHL
M85002,HANDSWORTH WOOD MED.CTR.,QUA
M85005,THE PARK MEDICAL CENTRE,QHL
M85006,GREEN RIDGE SURGERY,QHL
M85007,WEST HEATH SURGERY,QHL
M85008,THE POOLWAY MEDICAL CENTRE,QHL
M85009,HAMSTEAD ROAD SURGERY,QUA
M85011,THE SWAN MEDICAL CENTRE,QHL
M85013,CHURCH LANE - KHAN,QHL
M85014,KINGSBURY ROAD MEDICAL CENTRE,QHL
M85016,HILLCREST SURGERY,QHL
M85018,YARDLEY WOOD HEALTH CENTRE,QHL
M85019,TOWER HILL PARTNERSHIP,QUA
M85020,RAYDOCS NEWTOWN,QUA
M85021,MOSELEY MEDICAL CENTRE,QHL
M85023,MILLENNIUM MEDICAL CENTRE,QHL
M85024,THE LIMES MEDICAL CENTRE,QHL
M85025,BATH ROW MEDICAL PRACTICE,QHL
M85026,ASHFIELD SURGERY,QHL
M85027,LEACH HEATH MEDICAL CENTRE,QHL
M85028,LORDSWOOD HOUSE GROUP MEDICAL PRACTICE,QHL
M85029,GRANTON MEDICAL CENTRE,QHL
M85030,ST HELIERS MEDICAL PRACTICE,QHL
M85031,THE HARLEQUIN SURGERY,QHL
M85033,THE MANOR PRACTICE,QHL
M85034,OMNIA PRACTICE,QHL
M85035,WOODGATE VALLEY HEALTH CENTRE,QHL
M85037,KINGSFIELD MEDICAL CENTRE,QHL
M85041,BOURNBROOK VARSITY MEDICAL CENTRE,QHL
M85042,SELLY PARK SURGERY,QHL
M85043,HAWKESLEY MEDICAL PRACTICE,QHL
M85046,SUTTON COLDFIELD GROUP PRACTICE,QHL
M85047,WOODLAND ROAD SURGERY,QHL
M85048,CHURCH ROAD SURGERY,QHL
M85051,FIRSTCARE PRACTICE,QHL
M85053,THE ST.CLEMENTS SURGERY,QHL
M85055,SELLY OAK HEALTH CENTRE,QHL
M85056,WEOLEY PARK SURGERY,QHL
M85058,HARBORNE MEDICAL PRACTICE,QHL
M85060,THE OAKS MEDICAL CENTRE,QHL
M85061,YARDLEY GREEN MEDICAL CENTRE,QHL
M85062,SHENLEY GREEN SURGERY,QHL
M85063,MIDLANDS MEDICAL PARTNERSHIP,QHL
M85064,FIVE WAYS HEALTH CENTRE,QUA
M85065,DR SN CLAY AND PARTNERS,QHL
M85066,WARD END MEDICAL CENTRE,QHL
M85069,LAURIE PIKE HEALTH CENTRE,QUA
M85070,RESERVOIR ROAD SURGERY,QHL
M85071,WYCHALL LANE SURGERY,QHL
M85074,WAKE GREEN SURGERY,QHL
M85076,HOLLYMOOR MEDICAL CENTRE,QHL
M85077,NORTHWOOD MEDICAL CENTRE,QHL
M85078,OAKWOOD SURGERY,QHL
M85079,EDEN COURT MEDICAL PRACTICE,QHL
M85081,THE DOVE MEDICAL PRACTICE,QHL
M85082,HANDSWORTH MEDICAL PRACT.,QUA
M85084,THE WAND MEDICAL CENTRE,QHL
M85086,COFTON MEDICAL CENTRE,QHL
M85087,COLLEGE ROAD SURGERY,QHL
M85088,KARIS MEDICAL CENTRE,QHL
M85092,GOODREST CROFT SURGERY,QHL
M85094,YARDLEY MEDICAL CENTRE,QHL
M85097,CRANES PARK ROAD SURGERY,QHL
M85098,ROTTON PARK MEDICAL CENTRE,QUA
M85105,VICTORIA ROAD SURGERY,QHL
M85107,FIRS SURGERY,QHL
M85108,SMALL HEATH MEDICAL PRACTICE,QHL
M85110,SALTLEY AND FERNBANK MEDICAL PRACTICE,QHL
M85113,BUCKLANDS END LANE SURGERY,QHL
M85115,SUTTON ROAD SURGERY,QHL
M85116,FERNLEY MEDICAL CENTRE,QHL
M85117,BARTLEY GREEN MEDICAL PRACTICE,QHL
M85118,BALDWINS LANE SURGERY,QHL
M85123,AL-SHAFA MEDICAL CENTRE,QHL
M85124,BELLEVUE MEDICAL CENTRE,QUA
M85128,DR WALJI AND COLLEAGUES,QHL
M85134,WEST HEATH PRIMARY C CTR,QHL
M85136,DRUIDS HEATH SURGERY,QHL
M85139,ALPHA MEDICAL PRACTICE,QHL
M85141,SCHOOLACRE ROAD SURGERY,QHL
M85142,KEYNELL COVERT,QHL
M85143,JIGGINS LANE MEDICAL CENTRE,QHL
M85145,THE SLIEVE SURGERY,QUA
M85146,THE KHATTAK MEMORIAL SURGERY,QHL
M85149,ALUM ROCK MEDICAL CENTRE,QHL
M85153,WEATHER OAK MEDICAL CENTRE,QHL
M85154,FINCH ROAD PRIMARY CARE CENTRE,QHL
M85155,KINGSTANDING CIRCLE SURGERY,QHL
M85156,RIVER BROOK MEDICAL CENTRE,QHL
M85158,APOLLO SURGERY,QHL
M85159,BG HEALTH,QHL
M85164,NEWPORT MEDICAL GROUP,QUA
M85167,UNIVERSITY MEDICAL PRACTICE,QHL
M85170,GATE MEDICAL CENTRE,QHL
M85171,ROWLANDS ROAD SURGERY,QHL
M85172,RIDGACRE HOUSE SURGERY,QHL
M85174,THE BROOK SURGERY,QHL
M85175,THE HAWTHORNS SURGERY,QHL
M85176,KIRPAL MEDICAL PRACTICE,QUA
M85177,SWANSWELL MEDICAL CENTRE,QHL
M85178,MODALITY ENKI MEDICAL PRACTICE,QUA
M85179,MAYPOLE HEALTH SURGERY Y,QHL
M85600,KINGS NORTON SURGERY,QHL
M85624,PERRY PARK SURGERY,QHL
M85634,HEATHFIELD FAMILY CENTRE,QUA
M85642,CAVENDISH MEDICAL PRACTICE,QHL
M85663,BLOOMSBURY HEALTH CENTRE,QUA
M85669,TUDOR PRACTICE STOCKLAND GREEN,QHL
M85670,GREENFIELD MEDICAL CENTRE,QHL
M85671,BOURNVILLE SURGERY,QHL
M85676,VICTORIA ROAD MEDICAL CTR,QUA
M85679,CHARLES ROAD SURGERY,QHL
M85680,COTTERILS LANE SURGERY,QHL
M85684,CITY ROAD MEDICAL CENTRE,QUA
M85686,DR KULSHRESTHA FAMILY PRACTICE,QHL
M85693,FEATHERSTONE MEDICAL CENTRE,QHL
M85694,GARRETTS GREEN LANE SURGERY,QHL
M85697,CHURCH ROAD SURGERY,QUA
M85699,COVENTRY ROAD MEDICAL CENTRE,QHL
M85701,BURBURY MEDICAL CENTRE,QHL
M85706,DRUID GROUP,QHL
M85711,CITY HEALTH CENTRE,QHL
M85713,HIGHGATE MEDICAL CENTRE,QHL
M85715,SOHO ROAD PRIMARY CARE CENTRE,QUA
M85716,DR KHUROO'S PRACTICE,QHL
M85717,DOWNSFIELD MEDICAL CENTRE,QHL
M85721,HOLYHEAD PRIMARY HEALTH CARE CENTRE,QUA
M85722,NASEBY MEDICAL CENTRE,QHL
M85730,LEY HILL SURGERY,QHL
M85732,BLOOMSBURY SURGERY,QHL
M85733,MOOR GREEN LANE MED.CTR.,QHL
M85735,GREET MEDICAL PRACTICE,QHL
M85736,ACOCKS GREEN MEDICAL CENTRE,QHL
M85739,PAK HEALTH CENTRE,QHL
M85746,MIRFIELD SURGERY,QHL
M85749,SURGERY AUBERY ROAD,QHL
M85753,VICARAGE ROAD SURGERY,QHL
M85756,SPRINGFIELD MEDICAL PRACT,QHL
M85757,SOHO ROAD HEALTH CENTRE,QUA
M85759,NECHELLS PRACTICE,QHL
M85766,BALSALL HEATH HEALTH CENTRE (S),QHL
M85770,THE SHELDON MEDICAL CENTRE,QHL
M85774,SPRINGFIELD SURGERY,QHL
M85778,HALCYON MEDICAL,QUA
M85779,AYLESBURY SURGERY,QHL
M85781,BORDESLEY GREEN SURGERY,QHL
M85782,UNIVERSITY SOUTHGATE PRACTICE,QHL
M85783,STRENSHAM ROAD SURGERY,QHL
M85792,COTMORE SURGERY,QHL
M85794,"THE BALAJI SURGERY, THE SPARKBROOK CHC",QHL
M85797,HOCKLEY MEDICAL PRACTICE,QUA
M85801,HOLLY ROAD SURGERY,QUA
M85803,PEARL MEDICAL CENTRE,QHL
M86001,WILLENHALL PRIMARY CARE CENTRE - 1,QWU
M86002,LONGFORD PRIMARY CARE CENTRE,QWU
M86003,SKY BLUE MEDICAL GROUP,QWU
M86004,ALLESLEY PARK MEDICAL CTR,QWU
M86005,HILLFIELDS HEALTH CENTRE - 1,QWU
M86006,JUBILEE HEALTHCARE,QWU
M86007,PHOENIX FAMILY CARE,QWU
M86008,THE GABLES MEDICENTRE,QWU
M86009,ENGLETON HOUSE SURGERY,QWU
M86010,FORREST MEDICAL CENTRE,QWU
M86012,PRIORY GATE PRACTICE,QWU
M86014,THE FORUM HEALTH CENTRE,QWU
M86015,KENYON MEDICAL CENTRES,QWU
M86016,GODIVA GROUP PRACTICE,QWU
M86017,MANSFIELD MEDICAL CENTRE,QWU
M86018,MOSELEY AVENUE SURGERY,QWU
M86019,WESTWOOD MEDICAL H/CENTRE,QWU
M86020,WOOD END HEALTH CENTRE,QWU
M86021,SPRINGFIELD MEDICAL PRACTICE,QWU
M86023,BALLIOL ROAD SURGERY,QWU
M86027,THE CHEYLESMORE SURGERY,QWU
M86028,CENTRAL MEDICAL CENTRE,QWU
M86029,BROOMFIELD PARK MED.CTR.,QWU
M86030,KENSINGTON ROAD SURGERY,QWU
M86032,HOLBROOKS HEALTH TEAM,QWU
M86033,WILLENHAL OAK MEDICAL CENTRE,QWU
M86034,WOODSIDE MEDICAL CENTRE,QWU
M86035,HENLEY GREEN MEDICAL CENTRE,QWU
M86037,QUINTON PARK MEDICAL CENTRE,QWU
M86038,BREDON AVENUE SURGERY,QWU
M86039,ALLESLEY VILLAGE SURGERY,QWU
M86040,WALSGRAVE HEALTH CENTRE,QWU
M86041,CLAY LANE MEDICAL PRACTICE,QWU
M86044,PARK HOUSE,QWU
M86045,PARADISE MEDICAL CENTRE,QWU
M86046,COPSEWOOD MEDICAL CENTRE,QWU
M86048,WINDMILL SURGERY,QWU
M86605,LIMBRICK WOOD SURGERY,QWU
M86610,DADHANIA SURGERY,QWU
M86612,GEORGE ELIOT MEDICAL CENTRE,QWU
M86617,CITY OF COVENTRY HEALTH CENTRE,QWU
M86622,GOVIND HEALTH CENTRE,QWU
M86624,JUBILEE HEALTH CENTRE,QWU
M86627,STOKE ALDERMOOR MED CTRE,QWU
M86633,EDGWICK MEDICAL CENTRE,QWU
M86638,WOODWAY MEDICAL CENTRE,QWU
M87001,MEADOWBROOK SURGERY,QUA
M87003,MOSS GROVE SURGERY,QUA
M87005,THREE VILLAGES MEDICAL PRACTICE,QUA
M87006,EVE HILL MEDICAL PRACTICE,QUA
M87007,THE RIDGEWAY SURGERY,QUA
M87008,KINGSWINFORD MEDICAL PRACTICE,QUA
M87009,AW SURGERIES,QUA
M87010,THE WATERFRONT SURGERY,QUA
M87011,LION HEALTH,QUA
M87012,THE GREENS HEALTH CENTRE,QUA
M87013,HORSELEY HEATH SURGERY,QUA
M87014,LAPAL MEDICAL PRACTICE,QUA
M87015,LOWER GORNAL MEDICAL PRACTICE,QUA
M87016,WOODSETTON MEDICAL CENTRE,QUA
M87017,STEPPINGSTONES MEDICAL PRACTICE,QUA
M87018,THE SUMMERHILL SURGERY,QUA
M87019,THE LIMES SURGERY MEDICAL CENTRE,QUA
M87020,FELDON LANE PRACTICE,QUA
M87021,COSELEY MEDICAL CENTRE,QUA
M87023,WORDSLEY GREEN HEALTH CENTRE,QUA
M87024,WYCHBURY MEDICAL GROUP,QUA
M87025,CROSS STREET HEALTH CENTRE,QUA
M87026,ST JAMES MEDICAL PRACTICE2,QUA
M87027,QUARRY BANK MEDICAL CENTRE,QUA
M87028,NETHERTON HEALTH CENTRE,QUA
M87030,PEDMORE MEDICAL PRACTICE,QUA
M87034,CLEMENT ROAD MEDICAL PRACTICE,QUA
M87036,BEAN MEDICAL PRACTICE,QUA
M87037,NORTHWAY MEDICAL CENTRE,QUA
M87041,RANGEWAYS ROAD SURGERY,QUA
M87601,KEELINGE HOUSE,QUA
M87602,HALESOWEN MEDICAL PRACTICE,QUA
M87605,CENTRAL CLINIC,QUA
M87612,ST JAMES MEDICAL PRACTICE1,QUA
M87617,LINKS MEDICAL PRACTICE,QUA
M87618,QUINCY RISE SURGERY,QUA
M87620,CASTLE MEADOWS SURGERY,QUA
M87621,BATH STREET MEDICAL CENTRE,QUA
M87623,ALEXANDRA MEDICAL CENTRE,QUA
M87628,DR. B. K. PRASHARA,QUA
M87638,THORNS ROAD SURGERY,QUA
M88001,DR SA AHMED & PARTNERS,QUA
M88002,THE SMETHWICK MEDICAL CENTRE,QUA
M88003,WARLEY MEDICAL CENTRE,QUA
M88004,REGIS MEDICAL CENTRE,QUA
M88006,CAPE HILL MEDICAL CENTRE,QHL
M88007,OAKESWELL HEALTH CENTRE,QUA
M88008,STONE CROSS MEDICAL CENTRE,QUA
M88009,NORVIC FAMILY PRACTICE,QUA
M88010,SWANPOOL MEDICAL CENTRE,QUA
M88013,BLACK COUNTRY FAMILY PRACTICE,QUA
M88014,DR GUDI PV & PARTNER,QUA
M88015,GREAT BARR PRACTICE,QUA
M88016,OLD HILL MEDICAL CENTRE,QUA
M88018,OLDBURY HEALTH CENTRE,QUA
M88019,BEARWOOD ROAD SURGERY,QUA
M88020,SHERWOOD HOUSE MEDICAL PRACTICE,QHL
M88021,SCOTT ARMS MEDICAL CENTRE,QUA
M88022,JUBILEE HEALTH CENTRE,QUA
M88023,CRANKHALL LANE MEDICAL CENTRE,QUA
M88026,PORTWAY FAMILY PRACTICE,QUA
M88030,CHURCH VIEW SURGERY,QUA
M88031,HAWES LANE SURGERY,QUA
M88035,NEW STREET SURGERY,QUA
M88038,LINKWAY MEDICAL PRACTICE,QUA
M88040,ST PAUL'S MEDICAL PRACTICE,QUA
M88041,HAWTHORNS MEDICAL CENTRE,QUA
M88042,BEARWOOD MEDICAL CENTRE,QUA
M88043,HADEN VALE SURGERY,QUA
M88044,WEST BROM P'SHIPS FOR HEALTH,QUA
M88600,THE VICTORIA SURGERY,QUA
M88610,SAREPHED MEDICAL CENTRE,QUA
M88612,GLEBEFIELDS SURGERY,QUA
M88616,GREAT BRIDGE P/SHIP FOR HEALTH,QUA
M88618,"WALFORD STREET, TIVIDALE",QUA
M88619,DR ARORA RK,QUA
M88620,CAUSEWAY GREEN ROAD SURGERY,QUA
M88625,ST PAUL'S PARTNERSHIP - LYNG MEDICAL,QUA
M88626,DR UI HAQUE N,QUA
M88627,DR BHADAURIA BS,QUA
M88628,DR SINGH M,QUA
M88630,CLIFTON LANE MEDICAL CENTRE,QUA
M88633,LODGE ROAD SURGERY,QUA
M88635,DOG KENNEL LANE SURGERY,QUA
M88639,ST PAULS PARTNERS,QUA
M88640,WARLEY ROAD SURGERY,QUA
M88643,THE SPIRES HEALTH CENTRE,QUA
M88645,HILL TOP MEDICAL CENTRE,QUA
M88646,DR DEWAN VK,QUA
M88647,ROOD END MEDICAL PRACTICE,QUA
M89001,PARKFIELD MEDICAL CENTRE,QHL
M89002,KINGSHURST MEDICAL PRACTICE,QHL
M89003,GPS HEALTHCARE,QHL
M89005,ST. MARGARETS MEDICAL PRACTICE,QHL
M89007,RICHMOND MEDICAL CENTRE,QHL
M89008,BOSWORTH MEDICAL CENTRE,QHL
M89009,MANOR HOUSE LANE SURGERY,QHL
M89010,DORRIDGE SURGERY,QHL
M89012,CROFT MEDICAL CENTRE,QHL
M89013,ARRAN MEDICAL CENTRE,QHL
M89015,NORTHBROOK HEALTH CENTRE,QHL
M89016,BALSALL COMMON & MERIDEN GROUP PRACTICE,QHL
M89017,SOLIHULL HEALTHCARE PARTNERSHIP,QHL
M89019,HOBS MOAT MEDICAL CENTRE,QHL
M89021,COVENTRY ROAD PRACTICE,QHL
M89024,GRAFTON ROAD SURGERY,QHL
M89026,THE CASTLE PRACTICE,QHL
M89027,GREEN LANE SURGERY,QHL
M89030,ARDEN MEDICAL CENTRE,QHL
M89602,CHESTER ROAD SURGERY,QHL
M89608,HAMPTON SURGERY,QHL
M91003,SINA HEALTH CENTRE,QUA
M91004,ST PETER'S SURGERY,QUA
M91006,PARKSIDE MEDICAL PRACTICE,QUA
M91007,ST JOHN'S MEDICAL CENTRE,QUA
M91008,LITTLE LONDON SURGERY,QUA
M91009,STREETS CORNER SURGERY,QUA
M91010,PORTLAND MEDICAL PRACTICE,QUA
M91011,THE LIMES MEDICAL CENTRE,QUA
M91013,LOCKFIELD SURGERY,QUA
M91014,BRACE STREET HEALTH CENTRE,QUA
M91015,LICHFIELD ST SURGERY,QUA
M91016,NEW INVENTION HEALTH CENTRE,QUA
M91017,NORTHGATE MEDICAL CENTRE,QUA
M91018,SADDLERS HEALTH CENTRE,QUA
M91019,RUSHALL MEDICAL CENTRE,QUA
M91020,SYCAMORE HOUSE MEDICAL CENTRE,QUA
M91021,LOCKSTOWN PRACTICE,QUA
M91024,DR NAMBISAN SURGERY,QUA
M91026,DARLASTON FAMILY PRACTICE,QUA
M91028,BERKLEY PRACTICE,QUA
M91029,MOSSLEY & DUDLEY FIELDS MEDICAL PRACTICE,QUA
M91032,COLLINGWOOD FAMILY PRACTICE,QUA
M91033,WILLENHALL MEDICAL CENTRE,QUA
M91034,BLOXWICH MEDICAL PRACTICE,QUA
M91036,HARDEN HEALTH CENTRE,QUA
M91602,KHAN MEDICAL PRACTICE,QUA
M91609,NEW ROAD MEDICAL CENTRE,QUA
M91611,BEECHDALE CENTRE,QUA
M91612,ST MARY'S SURGERY,QUA
M91613,FORRESTER STREET MEDICAL CENTRE,QUA
M91614,STROUD PRACTICE,QUA
M91616,PLECK HEALTH CENTRE,QUA
M91619,BROADWAY MEDICAL CENTRE,QUA
M91621,PALFREY HEALTH CENTRE,QUA
M91623,LOWER FARM HEALTH CENTRE,QUA
M91624,MOXLEY MEDICAL CENTRE,QUA
M91626,HOLLAND PARK SURGERY,QUA
M91628,BRACE STREET HC- KUMAR,QUA
M91629,BIRCHILLS HEALTH CENTRE,QUA
M91637,BLACKWOOD HEALTH CENTRE,QUA
M91639,WALSALL WOOD HEALTH CENTRE,QUA
M91640,ROUGH HAY SURGERY,QUA
M91641,DR ALI SURGERY,QUA
M91642,QUESLETT MEDICAL CENTRE,QHL
M91647,PILLAI,QUA
M91650,PINFOLD MEDICAL,QUA
M91654,HIGH STREET SURGERY,QUA
M91659,BRACE STREET HEALTH CENTRE,QUA
M91660,MODALITY DARLASTON PRACTICE,QUA
M92001,POPLARS MEDICAL CENTRE,QUA
M92002,ALFRED SQUIRE ROAD SURGERY,QUA
M92003,DR SURYANI,QUA
M92004,PRIMROSE LANE PRACTICE,QUA
M92006,COALWAY ROAD SURGERY,QUA
M92007,LEA ROAD MEDICAL PRACTICE,QUA
M92008,CASTLECROFT MEDICAL PRACTICE,QUA
M92009,PRESTBURY MEDICAL PRACTICE,QUA
M92010,TETTENHALL MEDICAL PRACTICE,QUA
M92011,PENN MANOR MEDICAL CENTRE,QUA
M92012,DUNCAN STREET PRIMARY CARE CENTRE,QUA
M92013,DR SINHA & TAHIR,QUA
M92014,DR FOWLER,QUA
M92015,IMPROVING HEALTH (IH) MEDICAL,QUA
M92016,TUDOR MEDICAL CENTRE,QUA
M92019,KEATS GROVE SURGERY,QUA
M92022,ASHMORE PARK MEDICAL CENTRE,QUA
M92026,GRIFFITHS DRIVE MEDICAL PRACTICE,QUA
M92028,THORNLEY STREET SURGERY,QUA
M92029,NEWBRIDGE SURGERY,QUA
M92039,DR ST PIERRE-LIBBERTON,QUA
M92040,MAYFIELD MEDICAL PRACTICE,QUA
M92041,PROBERT ROAD SURGERY,QUA
M92042,WEST PARK SURGERY,QUA
M92043,PENN SURGERY,QUA
M92044,WARSTONES SURGERY,QUA
M92607,WHITMORE REANS MEDICAL PRACTICE,QUA
M92609,ASHFIELD ROAD SURGERY,QUA
M92612,HEALTH AND BEYOND,QUA
M92627,BILSTON FAMILY PRACTICE,QUA
M92629,FORDHOUSES MEDICAL CENTRE,QUA
M92630,EAST PARK MEDICAL PRACTICE,QUA
M92640,TETTENHALL ROAD MEDICAL PRACTICE,QUA
M92649,DR MUDIGONDA,QUA
M92654,BAGARY'S MEDICAL PRACTICE,QUA
N81001,AUDLEM MEDICAL PRACTICE,QYG
N81002,KENMORE MEDICAL CENTRE,QYG
N81005,HELSBY HEALTH CENTRE,QYG
N81006,BUNBURY MEDICAL PRACTICE,QYG
N81007,HOLES LANE MEDICAL CENTRE,QYG
N81008,THE CEDARS MEDICAL CENTRE,QYG
N81009,HEATH LANE MEDICAL CENTRE,QYG
N81010,NANTWICH HEALTH CENTRE,QYG
N81011,BEVAN GROUP PRACTICE,QYG
N81012,GUARDIAN STREET MED/CTR,QYG
N81013,HIGH STREET SURGERY,QYG
N81014,BROOKFIELD SURGERY,QYG
N81016,MILLCROFT MEDICAL CENTRE,QYG
N81018,TARPORLEY HEALTH CENTRE,QYG
N81019,CASTLEFIELDS HEALTH CENTRE,QYG
N81020,PENKETH HEALTH CENTRE,QYG
N81022,MIDDLEWOOD PARTNERSHIP,QYG
N81024,SWANLOW MEDICAL CENTRE,QYG
N81025,FIRDALE MEDICAL CENTRE,QYG
N81027,READESMOOR MEDICAL GROUP PRACTICE,QYG
N81028,CAUSEWAY MEDICAL CENTRE,QYG
N81029,SOUTH PARK SURGERY,QYG
N81030,PRINCEWAY SURGERIES,QYG
N81031,DRS ADEY AND DANCY,QYG
N81032,ASHFIELDS PRIMARY CARE CENTRE,QYG
N81033,ALDERLEY EDGE MEDICAL CENTRE,QYG
N81034,BOUGHTON MEDICAL GROUP,QYG
N81035,APPLETON VILLAGE SURGERY,QYG
N81036,SPRINGFIELDS MEDICAL CENTRE,QYG
N81037,THE BEECHES MEDICAL CTR,QYG
N81038,LAUREL BANK SURGERY,QYG
N81039,OAKLANDS,QYG
N81040,HIGH STREET PRACTICE WINSFORD,QYG
N81041,HELSBY STREET MED/CTR,QYG
N81043,HASLINGTON SURGERY,QYG
N81044,HUNGERFORD MEDICAL CENTRE,QYG
N81045,PEELHOUSE MEDICAL PLAZA,QYG
N81046,PARK MEDICAL CENTRE,QYG
N81047,THE KILTEARN MEDICAL CTR.,QYG
N81048,FEARNHEAD CROSS MED.CTR.,QYG
N81049,KNUTSFORD MEDICAL PARTNERSHIP,QYG
N81050,GREAT SUTTON MEDICAL CENTRE,QYG
N81051,THE WEAVERHAM SURGERY,QYG
N81052,LAWTON HOUSE SURGERY,QYG
N81053,EARNSWOOD MEDICAL CENTRE,QYG
N81054,WEAVER VALE PRACTICE,QYG
N81055,WATLING STREET SURGERY,QYG
N81056,FOLLY LANE MEDICAL CENTRE,QYG
N81057,TOWER HOUSE PRACTICE,QYG
N81059,CULCHETH MEDICAL CENTRE,QYG
N81060,NESTON SURGERY,QYG
N81061,WITTON STREET SURGERY,QYG
N81062,CUMBERLAND HOUSE SURGERY,QYG
N81063,YORK ROAD GROUP PRACTICE,QYG
N81064,NEWTOWN SURGERY,QYG
N81065,LATCHFORD MEDICAL CENTRE,QYG
N81066,GROVE HOUSE PRACTICE,QYG
N81067,OAKWOOD MEDICAL CENTRE,QYG
N81068,GROSVENOR MEDICAL CENTRE,QYG
N81069,CHELFORD SURGERY,QYG
N81070,HANDFORTH HEALTH CENTRE,QYG
N81071,GREENMOSS MEDICAL CENTRE,QYG
N81072,MURDISHAW,QYG
N81074,LAUNCESTON CLOSE SURGERY,QYG
N81075,STOCKTON HEATH MED.CENTRE,QYG
N81077,THE HEALTH CENTRE (HOLMES CHAPEL),QYG
N81079,THE ELMS MEDICAL CENTRE,QYG
N81080,NORTHGATE MEDICAL CENTRE,QYG
N81081,GARDEN LANE MEDICAL CTR.,QYG
N81082,CITY WALLS MEDICAL CENTRE,QYG
N81083,PARKVIEW MEDICAL CENTRE,QYG
N81084,ROPE GREEN MEDICAL CENTRE,QYG
N81085,PARK LANE SURGERY,QYG
N81086,WILMSLOW HEALTH CENTRE,QYG
N81087,DANEBRIDGE MEDICAL CENTRE,QYG
N81088,PARK GREEN SURGERY,QYG
N81089,GREENBANK SURGERY,QYG
