date,id,name,y_items,y_actual_cost,x_items,x_actual_cost,,,
01/05/2020,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",19,16715.25,0,0,,,
01/05/2020,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,3,2696.86,0,0,,,
01/05/2020,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,0,0,0,0,,,
01/05/2020,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2,2027.64,0,0,,,
01/05/2020,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/05/2020,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,4,3680.67,0,0,,,
01/05/2020,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,3,2757.85,0,0,,,
01/05/2020,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/05/2020,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,8,7447.83,0,0,,,
01/05/2020,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1,689.22,0,0,,,
01/05/2020,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0,,,
01/05/2020,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/05/2020,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,3,1338.45,0,0,,,
01/05/2020,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/05/2020,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1,1003.82,0,0,,,
01/05/2020,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,0,0,0,0,,,
01/05/2020,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,6,6357.52,0,0,,,
01/05/2020,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1,1003.82,0,0,,,
01/05/2020,QNX,NHS SUSSEX INTEGRATED CARE BOARD,6,5019.11,0,0,,,
01/05/2020,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2,2007.64,0,0,,,
01/06/2020,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/06/2020,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1,1003.29,0,0,,,
01/06/2020,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2020,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2020,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/06/2020,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",3,3009.87,0,0,,,
01/06/2020,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,9,9168.13,0,0,,,
01/06/2020,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2020,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2020,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,2,1337.73,0,0,,,
01/06/2020,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1,1003.29,0,0,,,
01/06/2020,QJK,NHS DEVON INTEGRATED CARE BOARD,3,2761.95,0,0,,,
01/06/2020,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2020,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2020,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,3,2503,0,0,,,
01/06/2020,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2020,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2020,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2020,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2020,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1,1089.79,0,0,,,
01/06/2020,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,3,1003.32,0,0,,,
01/06/2020,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1,668.87,0,0,,,
01/06/2020,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",20,16620.12,0,0,,,
01/06/2020,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,4,3698.74,0,0,,,
01/06/2020,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1,1003.29,0,0,,,
01/06/2020,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,1,1003.29,0,0,,,
01/06/2020,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2020,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2,1672.16,0,0,,,
01/06/2020,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,3,3759.72,0,0,,,
01/06/2020,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2020,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,9,8280.31,0,0,,,
01/06/2020,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1,668.87,0,0,,,
01/06/2020,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0,,,
01/06/2020,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2020,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,4,2705.47,0,0,,,
01/06/2020,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1,1003.29,0,0,,,
01/06/2020,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1,1003.29,0,0,,,
01/06/2020,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2020,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,5,5350.88,0,0,,,
01/06/2020,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1,1003.29,0,0,,,
01/06/2020,QNX,NHS SUSSEX INTEGRATED CARE BOARD,5,4367.61,0,0,,,
01/06/2020,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2,2006.58,0,0,,,
01/07/2020,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/07/2020,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1,1003.22,0,0,,,
01/07/2020,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2020,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2020,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/07/2020,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",3,4032.87,0,0,,,
01/07/2020,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,10,9917.29,0,0,,,
01/07/2020,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2,2006.44,0,0,,,
01/07/2020,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2020,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1,668.82,0,0,,,
01/07/2020,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1,1003.22,0,0,,,
01/07/2020,QJK,NHS DEVON INTEGRATED CARE BOARD,5,4768.2,0,0,,,
01/07/2020,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2020,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2020,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2,1758.03,0,0,,,
01/07/2020,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2020,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2020,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2020,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2020,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1,1089.72,0,0,,,
01/07/2020,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,3,1672.05,0,0,,,
01/07/2020,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1,668.82,0,0,,,
01/07/2020,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",25,20879.75,0,0,,,
01/07/2020,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,4,3678.48,0,0,,,
01/07/2020,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1,1003.22,0,0,,,
01/07/2020,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2,2006.44,0,0,,,
01/07/2020,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2020,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2,1672.04,0,0,,,
01/07/2020,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,3,2421.84,0,0,,,
01/07/2020,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2020,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,7,6521.22,0,0,,,
01/07/2020,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1,668.82,0,0,,,
01/07/2020,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0,,,
01/07/2020,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2020,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,4,3039.67,0,0,,,
01/07/2020,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2020,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1,1003.22,0,0,,,
01/07/2020,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2020,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,7,6708.13,0,0,,,
01/07/2020,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2020,QNX,NHS SUSSEX INTEGRATED CARE BOARD,6,6105.82,0,0,,,
01/07/2020,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1,1063.22,0,0,,,
01/08/2020,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/08/2020,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1,1004.19,0,0,,,
01/08/2020,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2020,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2020,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/08/2020,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1,1004.19,0,0,,,
01/08/2020,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,8,8172.02,0,0,,,
01/08/2020,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2020,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2020,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1,669.46,0,0,,,
01/08/2020,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1,669.46,0,0,,,
01/08/2020,QJK,NHS DEVON INTEGRATED CARE BOARD,4,3682.03,0,0,,,
01/08/2020,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2020,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2020,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,1,1004.19,0,0,,,
01/08/2020,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2020,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1,669.46,0,0,,,
01/08/2020,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2020,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2020,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1,1090.69,0,0,,,
01/08/2020,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,4,2028.41,0,0,,,
01/08/2020,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2020,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",19,15437.6,0,0,,,
01/08/2020,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,3,2695.34,0,0,,,
01/08/2020,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1,1004.19,0,0,,,
01/08/2020,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2,2008.38,0,0,,,
01/08/2020,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2020,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,3,3012.57,0,0,,,
01/08/2020,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,3,3682.02,0,0,,,
01/08/2020,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2020,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,7,6527.35,0,0,,,
01/08/2020,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2020,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0,,,
01/08/2020,QSL,NHS SOMERSET INTEGRATED CARE BOARD,1,334.74,0,0,,,
01/08/2020,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,4,3012.58,0,0,,,
01/08/2020,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1,1004.19,0,0,,,
01/08/2020,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1,1004.19,0,0,,,
01/08/2020,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2020,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,7,5436.7,0,0,,,
01/08/2020,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1,1004.19,0,0,,,
01/08/2020,QNX,NHS SUSSEX INTEGRATED CARE BOARD,4,4686.21,0,0,,,
01/08/2020,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2,2008.38,0,0,,,
01/09/2020,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/09/2020,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2,2005.85,0,0,,,
01/09/2020,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2020,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2020,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/09/2020,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",4,5014.61,0,0,,,
01/09/2020,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,9,9533.62,0,0,,,
01/09/2020,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2,2005.85,0,0,,,
01/09/2020,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2020,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,2,1337.24,0,0,,,
01/09/2020,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1,1002.92,0,0,,,
01/09/2020,QJK,NHS DEVON INTEGRATED CARE BOARD,4,4098.19,0,0,,,
01/09/2020,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2020,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2020,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2,1671.54,0,0,,,
01/09/2020,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2020,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2,1337.24,0,0,,,
01/09/2020,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,1,668.62,0,0,,,
01/09/2020,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2020,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1,1089.42,0,0,,,
01/09/2020,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,4,2025.87,0,0,,,
01/09/2020,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,2,1337.24,0,0,,,
01/09/2020,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",29,25392.63,0,0,,,
01/09/2020,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,4,3677.38,0,0,,,
01/09/2020,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2020,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,1,1002.92,0,0,,,
01/09/2020,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2020,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2,1671.54,0,0,,,
01/09/2020,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2,1671.54,0,0,,,
01/09/2020,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2020,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,12,11199.65,0,0,,,
01/09/2020,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2020,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0,,,
01/09/2020,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2020,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,3,2340.17,0,0,,,
01/09/2020,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1,1022.92,0,0,,,
01/09/2020,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1,1002.92,0,0,,,
01/09/2020,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2020,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,9,6767.14,0,0,,,
01/09/2020,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1,1002.92,0,0,,,
01/09/2020,QNX,NHS SUSSEX INTEGRATED CARE BOARD,8,7040.47,0,0,,,
01/09/2020,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2,2005.84,0,0,,,
01/10/2020,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/10/2020,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1,1002.56,0,0,,,
01/10/2020,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2020,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2020,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/10/2020,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1,1002.56,0,0,,,
01/10/2020,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,7,6436.05,0,0,,,
01/10/2020,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1,1002.56,0,0,,,
01/10/2020,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2020,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1,668.38,0,0,,,
01/10/2020,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1,1002.56,0,0,,,
01/10/2020,QJK,NHS DEVON INTEGRATED CARE BOARD,4,2673.51,0,0,,,
01/10/2020,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2020,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2020,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2,1751.93,0,0,,,
01/10/2020,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2020,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1,668.38,0,0,,,
01/10/2020,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2020,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2020,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1,1089.06,0,0,,,
01/10/2020,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,3,1690.96,0,0,,,
01/10/2020,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1,668.38,0,0,,,
01/10/2020,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",14,11134.7,0,0,,,
01/10/2020,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,3,2693.5,0,0,,,
01/10/2020,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1,1002.56,0,0,,,
01/10/2020,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2,2005.12,0,0,,,
01/10/2020,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2020,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,5,4344.43,0,0,,,
01/10/2020,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2,1670.94,0,0,,,
01/10/2020,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2020,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,8,7438.61,0,0,,,
01/10/2020,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2020,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0,,,
01/10/2020,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2020,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,4,2673.51,0,0,,,
01/10/2020,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1,1002.56,0,0,,,
01/10/2020,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1,1002.56,0,0,,,
01/10/2020,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2020,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,10,7017.96,0,0,,,
01/10/2020,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2020,QNX,NHS SUSSEX INTEGRATED CARE BOARD,4,3762.56,0,0,,,
01/10/2020,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1,1057.56,0,0,,,
01/11/2020,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/11/2020,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1,1004.59,0,0,,,
01/11/2020,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0,,,
01/11/2020,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0,,,
01/11/2020,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/11/2020,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",4,4353.22,0,0,,,
